ID,Type,Titre,Résumé,ISBN,Annee,Pages,Langues,Nouveautée,Couverture-bnum,Nom auteur,Prénom Auteur,Particule - auteur,Nom auteur complet
86,Littérature étrangère,Dona Flor et ses deux maris,"À Bahia, Dona Flor, veuve d'un mari
  volage, se remarie avec un pharmacien respectable. Le fantôme de son premier
  mari revient, créant un triangle amoureux entre le réel et le surnaturel.",,0,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=86.webp,AMADO,Jorge,,Jorge AMADO
87,Littérature étrangère,La boutique aux miracles,"À Salvador de Bahia, Pedro Archanjo,
  autodidacte et défenseur du métissage, écrit des ouvrages qui dérangent
  l'élite locale. Vingt ans après sa mort, un prix Nobel américain loue son
  œuvre, déclenchant une récupération médiatique et politique de sa mémoire.",,0,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=87.webp,AMADO,Jorge,,Jorge AMADO
88,Littérature étrangère,La terre aux fruits d'or,"Ce roman retrace le drame de
  l'économie cacaoyère au Brésil, mettant en lumière les conflits entre les
  planteurs de cacao pour la conquête de nouvelles terres.",,0,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=88.webp,AMADO,Jorge,,Jorge AMADO
89,Littérature étrangère,Les chemins de la faim,"L'histoire poignante de paysans
  brésiliens fuyant la sécheresse et la misère, en quête de terres fertiles
  pour survivre.",,0,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=89.webp,AMADO,Jorge,,Jorge AMADO
90,Littérature étrangère,Les terres du bout du monde,"Chronique des luttes sanglantes
  entre planteurs de cacao pour la possession de terres vierges à défricher
  dans le sud de Bahia.",,0,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=90.webp,AMADO,Jorge,,Jorge AMADO
91,Littérature étrangère,Tereza Batista,"Vendue enfant à un homme cruel,
  Tereza Batista lutte pour sa liberté et sa dignité dans un Brésil marqué par
  les inégalités sociales.",,0,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=91.webp,AMADO,Jorge,,Jorge AMADO
92,Littérature étrangère,Bahia de tous les saints,"Les aventures d'Antonio Balduino,
  enfant des rues de Bahia, qui incarne les espoirs et les souffrances du
  peuple noir brésilien.",,0,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=92.webp,AMADO,Jorge,,Jorge AMADO
93,Littérature étrangère,Les pâtres de la nuit,"Portraits pittoresques des marginaux
  de Salvador de Bahia, révélant une certaine philosophie de la vie empreinte
  de liberté.",,0,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=93.webp,AMADO,Jorge,,Jorge AMADO
94,Littérature étrangère,Navigation de cabotage,"Notes autobiographiques où Jorge
  Amado partage ses souvenirs de voyages, ses réflexions sur la vie et la
  littérature.",,0,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=94.webp,AMADO,Jorge,,Jorge AMADO
95,Littérature étrangère,Tocaia Grande,"Récit de la fondation d'une
  communauté dans une zone fertile, théâtre de conflits et de passions
  humaines.",,0,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=95.webp,AMADO,Jorge,,Jorge AMADO
96,Littérature étrangère,les impatientes,"Trois femmes au Sahel confrontées au
  mariage forcé et à la polygamie, luttant pour leur liberté dans une société
  traditionnelle.",,0,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=96.webp,AMAL,Djaîli Amadou,,Djaîli Amadou AMAL
97,Art,Paul Gauguin,"Biographie illustrée du peintre Paul
  Gauguin, explorant sa vie et son œuvre marquantes dans l'histoire de l'art.",9790000000000,0,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=97.webp,AMANN,Per,,Per AMANN
98,Poésie,La Centurie- Poèmes amoureux de l'Inde ancienne,"Recueil de poèmes sanskrits du VIIe
  siècle célébrant l'amour et les diverses émotions des amants.",,0,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=98.webp,AMARU,,,AMARU
99,Littérature française,Les grandes vacances,"Chronique de la vie des prisonniers
  de guerre français entre 1939 et 1945, témoignant de leurs souffrances et
  espoirs.",,0,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=99.webp,AMBRIERE,Francis,,Francis AMBRIERE
100,Littérature française,La maitresse de Brecht,"Fiction autour de la relation entre
  Bertolt Brecht, de retour d'exil, et une jeune comédienne sous surveillance
  de la Stasi.",,0,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=100.webp,AMETTE,Jacques-Pierre,,Jacques-Pierre AMETTE
101,Littérature française,Le premier amour,"Récit introspectif d'un jeune homme
  de dix-huit ans tentant de traduire en mots son premier amour, explorant les
  méandres de l'émotion et du langage.",,0,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=101.webp,AMIGORENA,Santiago H.,,Santiago H. AMIGORENA
102,Poésie,Chants berbère de Kabylie (Préface de Mouloud Mammeri),"Recueil de chants traditionnels
  kabyles recueillis par Jean Amrouche, visant à préserver la richesse de la
  culture orale berbère.",,0,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=102.webp,AMROUCHE,Jean,,Jean AMROUCHE
103,Littérature étrangère,Contes,"Anthologie des contes classiques de
  Hans Christian Andersen, incluant des histoires célèbres telles que 'La
  Petite Sirène' et 'Le Vilain Petit Canard'.",,0,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=103.webp,ANDERSEN,,,ANDERSEN
104,Policier suspens thriller,Chiens de la nuit,"Roman noir suivant Hanson, vétéran
  du Vietnam devenu policier, confronté à la violence urbaine et à ses propres
  démons.",,0,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=104.webp,ANDERSON,Kent,,Kent ANDERSON
105,Science-fiction,Tempête d'une nuit d'été,"Roman de fantasy où des forces
  surnaturelles s'affrontent dans une Angleterre alternative, mêlant magie et
  intrigues politiques.",,0,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=105.webp,ANDERSON,Poul,,Poul ANDERSON
106,Psychologie,La peur des autres,"Essai explorant les mécanismes de
  l'anxiété sociale, offrant des stratégies pour surmonter la timidité et le
  trac.",,0,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=106.webp,ANDRE C./LEGERON P.,,,ANDRE C./LEGERON P.
108,Psychologie,"Méditer, jour après jour ","Guide pratique de méditation en 25
  leçons, accompagné d'un CD de méditations guidées pour vivre en pleine
  conscience.",,0,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=108.webp,ANDRE,Christophe,,Christophe ANDRE
109,Histoire,Histoire de l’Empire Normand,"Étude historique sur la formation et
  l'évolution de l'Empire normand, de ses origines à son apogée.",,0,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=109.webp,ANDRIEU-GUITRANCOURT,Pierre,,Pierre ANDRIEU-GUITRANCOURT
110,Histoire,Mayerling,"Récit romancé de la tragique
  histoire d'amour entre l'archiduc Rodolphe d'Autriche et la baronne Marie
  Vetsera, se terminant par leur mort mystérieuse.",,0,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=110.webp,ANET,Claude,,Claude ANET
111,Politique,"L'Europe, petite histoire d'une grande idée","Ouvrage retraçant l'histoire de la
  construction européenne, de ses origines à ses enjeux contemporains.",,0,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=111.webp,ANGEL Benjamin/LAFITTE Jacques,,,ANGEL Benjamin/LAFITTE Jacques
112,Psychologie,Des frères et des soeurs,"Exploration des relations
  fraternelles à travers des récits et témoignages, mettant en lumière les
  complexités des liens familiaux.",,0,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=112.webp,ANGEL,Sylvie,,Sylvie ANGEL
113,Théatre,Je sais pourquoi chante l'oiseau en cage,"Autobiographie de Maya Angelou,
  décrivant son enfance marquée par le racisme et les abus, et sa quête
  d'identité.",,0,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=113.webp,ANGELOU,Maya,,Maya ANGELOU
114,Littérature étrangère,Le cahier d'Aram,"Récit poignant d'un adolescent
  arménien fuyant le génocide de 1915, mêlant fiction et documents historiques.",,0,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=114.webp,ANGLADA,Maria Angels,,Maria Angels ANGLADA
115,Littérature étrangère,Le violon d'Auschwitz,"Histoire d'un luthier juif contraint
  de fabriquer un violon pour un officier nazi, illustrant la résistance par
  l'art.",,0,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=115.webp,ANGLADA,Maria Angels,,Maria Angels ANGLADA
116,Littérature française,La fille aux orages,"Roman sur un marin auvergnat qui
  épouse une jeune Indochinoise, abordant les thèmes du choc culturel et de
  l'intégration.",,0,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=116.webp,ANGLADE,Jean,,Jean ANGLADE
117,Littérature française,La soupe à la fourchette,"En 1943, une famille cantalienne
  accueille une jeune réfugiée marseillaise, explorant les liens
  intergénérationnels et la solidarité.",,0,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=117.webp,ANGLADE,Jean,,Jean ANGLADE
118,Littérature française,Un souper de neige,"Roman se déroulant dans le Cantal
  pendant la Seconde Guerre mondiale, mettant en scène des personnages
  confrontés aux rigueurs de l'hiver et aux tensions de l'époque.",,0,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=118.webp,ANGLADE,Jean,,Jean ANGLADE
119,Littérature française,L'inceste,"Récit autobiographique abordant la
  relation incestueuse de l'auteure avec son père, explorant les traumatismes
  et les tabous.",,0,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=119.webp,ANGOT,Christine,,Christine ANGOT
120,Littérature française,La  petite foule,"Recueil de portraits et de récits
  explorant les relations humaines et les émotions, avec une écriture incisive
  et introspective.",,0,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=120.webp,ANGOT,Christine,,Christine ANGOT
121,Littérature française,Les autres,"Dans ce roman publié pour la
  première fois en 1997, Christine Angot donne la parole aux autres à travers
  des voix, des fragments de désirs et de détresses, qu'elle écoute et
  retranscrit.",,0,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=121.webp,ANGOT,Christine,,Christine ANGOT
122,Littérature française,Rendez-vous,"Chronique introspective et
  autobiographique où l'auteur s'éprend d'un acteur, dans une relation
  tumultueuse.",,0,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=122.webp,ANGOT,Christine,,Christine ANGOT
123,Littérature française,Une semaine de vacances,"Christine Angot a écrit ce court
  roman comme on prend une photo, sans respirer, sans prendre le temps de
  souffler, en cherchant la précision, en captant l'instant, le mouvement, la
  continuité.",,0,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=123.webp,ANGOT,Christine,,Christine ANGOT
124,Littérature française,Respire !,"Malo, 30 ans, virtuose de la
  finance, est appelé à Bangkok pour aider une entreprise en difficulté.
  Quelques semaines après son arrivée, il surprend une conversation qui
  l’anéantit : il ne lui resterait plus que quelques mois à vivre.",,0,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=124.webp,ANKAOUA,Maud,,Maud ANKAOUA
125,Littérature française,Kilomètre zéro,"Maëlle, directrice financière d'une
  start-up parisienne, part au Népal pour récupérer un manuscrit secret afin
  d'aider son amie atteinte d'un cancer. Ce voyage initiatique transforme sa
  perception de la vie.",,0,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=125.webp,ANKAOUA,Maud,,Maud ANKAOUA
126,Théatre,La foire d'empoignesuivi deCécile ou l'école des pères,"Deux pièces de théâtre de Jean
  Anouilh explorant les thèmes du pouvoir, de la manipulation et des relations
  familiales.",,0,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=126.webp,ANOUILH,Jean,,Jean ANOUILH
127,Théatre,Le Rendez-vous de Senlissuivi deLéocadio,"Deux pièces de théâtre de Jean
  Anouilh mêlant comédie et drame, explorant les illusions et les désillusions
  de l'amour.",,0,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=127.webp,ANOUILH,Jean,,Jean ANOUILH
128,Théatre,Ne réveillez pas Madame,"Pièce de théâtre en trois actes où
  Julien Paluche, directeur de théâtre, rêve de monter Hamlet, mêlant les
  amours, les frasques et les trahisons dans le monde du théâtre.",,0,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=128.webp,ANOUILH,Jean,,Jean ANOUILH
129,Théatre,Antigone,"Réinterprétation moderne de la
  tragédie classique, où Antigone défie l'autorité au nom de ses convictions
  personnelles.",,0,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=129.webp,ANOUILH,Jean,,Jean ANOUILH
130,Théatre,Eurydicesuivi deRoméo et Jeannette,"Deux pièces de théâtre revisitant
  des mythes classiques, explorant l'amour et le destin.",,0,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=130.webp,ANOUILH,Jean,,Jean ANOUILH
131,Théatre,La culotte,"Pièce de théâtre satirique où, dans
  un monde renversé, les femmes prennent le pouvoir et jugent les hommes pour
  leurs actes passés.",,0,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=131.webp,ANOUILH,Jean,,Jean ANOUILH
132,Théatre,Le voyageur sans bagagessuivi deLe bal des voleurs,"Gaston, amnésique depuis la Première
  Guerre mondiale, tente de reconstruire son identité en refusant son passé. -
  Comédie-ballet où trois voleurs s'introduisent dans la haute société de
  Vichy, mêlant quiproquos et satire sociale.",,0,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=132.webp,ANOUILH,Jean,,Jean ANOUILH
133,Théatre,Ornifleou le courant d'air,"Comédie en quatre actes sur un
  académicien confronté à des situations absurdes et burlesques.",,0,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=133.webp,ANOUILH,Jean,,Jean ANOUILH
134,Histoire,L'espèce humaine,"Témoignage poignant sur la
  déportation de l'auteur à Buchenwald, explorant la condition humaine face à
  l'inhumanité.",,0,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=134.webp,ANTELME,Robert,,Robert ANTELME
135,Poésie,De Baudelaire à Saint-Pol-Roux,"Recueil de poèmes représentatifs de
  la poésie française du XIXe siècle, illustrant la diversité des courants
  littéraires.",,0,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=135.webp,ANTHOLOGIE,DE LA POESIE  FRANCAISE DU XIXème SIECLE,,DE LA POESIE  FRANCAISE DU XIXème SIECLE ANTHOLOGIE
136,Littérature française,Les exploits d'un jeune Don Juan,"Roman érotique où le jeune Roger
  découvre les plaisirs charnels à la campagne.",,0,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=136.webp,APOLLINAIRE,Guillaume,,Guillaume APOLLINAIRE
137,Littérature française,Lettres à Madeleine,"Correspondance amoureuse entre
  Apollinaire et Madeleine, révélant la sensibilité du poète.",,0,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=137.webp,APOLLINAIRE,Guillaume,,Guillaume APOLLINAIRE
138,Poésie,Alcools suivi de Le Bestiaire et deVitam Impondere Amori,"Recueil de poèmes mêlant tradition
  et modernité, explorant des thèmes variés avec une grande liberté formelle.",,0,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=138.webp,APOLLINAIRE,Guillaume,,Guillaume APOLLINAIRE
139,Poésie,Poèmes,"Sélection de poèmes emblématiques
  d'Apollinaire, illustrant son génie poétique.",,0,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=139.webp,APOLLINAIRE,Guillaume,,Guillaume APOLLINAIRE
140,Poésie,Poèmes à Lou,"Recueil posthume de poèmes écrits
  pendant la Première Guerre mondiale, dédiés à Louise de Coligny-Châtillon,
  mêlant amour et expérience du front.",,0,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=140.webp,APOLLINAIRE,Guillaume,,Guillaume APOLLINAIRE
141,Littérature étrangère,Mes seuls dieux,"Huit nouvelles explorant la vie de
  femmes indiennes à travers les âges, entre cruauté inconsciente et
  enchantement amoureux.",,0,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=141.webp,APPACHANA,Anjana,,Anjana APPACHANA
142,Littérature française,Le dernier frère,"À l'île Maurice en 1944, Raj, neuf
  ans, perd ses frères et rencontre David, un jeune juif réfugié. Une amitié
  intense naît entre eux.",,0,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=142.webp,APPANAH,Nathacha,,Nathacha APPANAH
143,Littérature française,Diabolus in musica,"Moe, fils d'un père violent,
  découvre la musique classique et le jazz, cherchant à échapper à son passé
  douloureux.",,0,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=143.webp,APPERY,Yann,,Yann APPERY
